CountryName,CountryCode,Date,S1_School closing,S1_IsGeneral,S1_Notes,S2_Workplace closing,S2_IsGeneral,S2_Notes,S3_Cancel public events,S3_IsGeneral,S3_Notes,S4_Close public transport,S4_IsGeneral,S4_Notes,S5_Public information campaigns,S5_IsGeneral,S5_Notes,S6_Restrictions on internal movement,S6_IsGeneral,S6_Notes,S7_International travel controls,S7_Notes,S8_Fiscal measures,S8_Notes,S9_Monetary measures,S9_Notes,S10_Emergency investment in health care,S10_Notes,S11_Investment in Vaccines,S11_Notes,S12_Testing framework,S12_Notes,S13_Contact tracing,S13_Notes,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,
Aruba,ABW,20200112,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200113,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200114,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200115,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200116,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200117,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200118,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200119,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200120,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200121,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200122,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200123,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200124,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200125,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200126,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200127,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200128,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200129,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200130,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200131,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200201,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200202,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200203,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200204,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200205,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200206,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200207,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200208,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200209,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200210,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200211,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200212,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200214,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200215,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200216,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200217,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200218,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200219,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200220,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200221,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200222,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200223,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200224,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200225,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200226,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200227,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200228,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200229,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200301,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200302,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200303,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200304,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200305,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200306,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200307,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200308,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200309,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200310,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,"Quotation: March 10, 2020 – According to a statement by Aruba’s Minister of Health all tests on individuals who experienced symptoms similar to those of the Corona Virus have turned out negative. To date Aruba has no known cases of the Corona Virus. Updates will continue to be posted as they become available.

Link: https://www.visitaruba.com/news/general/corona-virus-and-travel-to-aruba/ 

Note: From 10th March 2020, the Government of Aruba has been conducting COVID-19 testing on people with symptoms.",0,,,,0.00,0.00,	
Aruba,ABW,20200311,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200312,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200313,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,2,0,0.00,0.00,	
Aruba,ABW,20200314,0,,,0,,,0,,,0,,,0,,,0,,,0,,0.00,,0.00,,0.00,,0.00,,0,,0,,,,0.00,0.00,	
Aruba,ABW,20200315,0,,,0,,,0,,,0,,,0,,,0,,,3,"'Two days after the government of Aruba confirmed its first two positive COVID-19 cases on March 13, officials announced a complete “lockdown” for all international incoming passengers starting on March 17 until March 31. Aruba’s Prime Minister Evelyn Wever-Croes has extended the deadline to April 20.' Source: https://web.archive.org/web/20200421140731/https://www.northwestgeorgianews.com/associated_press/latin-america-caribbean-yet-to-hit-coronavirus-surge-most-are-tightening-measures/article_8cacbefa-1dcf-5efc-bf73-776d6d63f40e.html",0.00,,0.00,,0.00,,0.00,,0,,0,,,,14.29,14.29,	
Aruba,ABW,20200316,2,1,"Schools are closed starting Monday, March 16 till April 20, 2020. This measure applies to schools, daycare centers, and all organizations that are in charge of the education and care of our children. After this date the situation will be evaluated. See letter of the Minister of Education. Retrieved from: /web/20200406202340/https://www.overheid.aw/news/news_47033/item/crisis-measures-by-the-government-of-aruba-in-connection-with-coronavirus-covid-19_48509.html",0,,,0,,,0,,,0,,,0,,,3,"'Two days after the government of Aruba confirmed its first two positive COVID-19 cases on March 13, officials announced a complete “lockdown” for all international incoming passengers starting on March 17 until March 31. Aruba’s Prime Minister Evelyn Wever-Croes has extended the deadline to April 20.' Source: https://web.archive.org/web/20200421140731/https://www.northwestgeorgianews.com/associated_press/latin-america-caribbean-yet-to-hit-coronavirus-surge-most-are-tightening-measures/article_8cacbefa-1dcf-5efc-bf73-776d6d63f40e.html",0.00,,0.00,,0.00,,0.00,,0,,0,,,,28.57,28.57,	
Aruba,ABW,20200317,2,1,"Schools are closed starting Monday, March 16 till April 20, 2020. This measure applies to schools, daycare centers, and all organizations that are in charge of the education and care of our children. After this date the situation will be evaluated. See letter of the Minister of Education. Retrieved from: /web/20200406202340/https://www.overheid.aw/news/news_47033/item/crisis-measures-by-the-government-of-aruba-in-connection-with-coronavirus-covid-19_48509.html",0,,,0,,,0,,,0,,,0,,,3,"'Two days after the government of Aruba confirmed its first two positive COVID-19 cases on March 13, officials announced a complete “lockdown” for all international incoming passengers starting on March 17 until March 31. Aruba’s Prime Minister Evelyn Wever-Croes has extended the deadline to April 20.' Source: https://web.archive.org/web/20200421140731/https://www.northwestgeorgianews.com/associated_press/latin-america-caribbean-yet-to-hit-coronavirus-surge-most-are-tightening-measures/article_8cacbefa-1dcf-5efc-bf73-776d6d63f40e.html",0.00,,0.00,,0.00,,0.00,,0,,0,,,,28.57,28.57,	
Aruba,ABW,20200318,2,1,"Schools are closed starting Monday, March 16 till April 20, 2020. This measure applies to schools, daycare centers, and all organizations that are in charge of the education and care of our children. After this date the situation will be evaluated. See letter of the Minister of Education. Retrieved from: /web/20200406202340/https://www.overheid.aw/news/news_47033/item/crisis-measures-by-the-government-of-aruba-in-connection-with-coronavirus-covid-19_48509.html",0,,,0,,,0,,,1,1,"'ORANJESTAD – In connection with the COVID-19 pandemic, the Department of Public Health launched its website www.arubacovid19.org. The website provides: Information on the latest developments on the COVID-19; Decisions and instructions by the government to contain the spread of the virus and to flatten the curve; Ads and video’s on precautionary measures you can take to protect yourself and others against the coronavirus'. Retrieved from: /web/20200406202057/https://www.overheid.aw/news/news_47033/item/department-of-public-health-launched-its-website-for-coronavirus-updates_48638.html
",0,,,3,"'Two days after the government of Aruba confirmed its first two positive COVID-19 cases on March 13, officials announced a complete “lockdown” for all international incoming passengers starting on March 17 until March 31. Aruba’s Prime Minister Evelyn Wever-Croes has extended the deadline to April 20.' Source: https://web.archive.org/web/20200421140731/https://www.northwestgeorgianews.com/associated_press/latin-america-caribbean-yet-to-hit-coronavirus-surge-most-are-tightening-measures/article_8cacbefa-1dcf-5efc-bf73-776d6d63f40e.html",0.00,,0.00,,0.00,,0.00,,0,,0,,,,42.86,42.86,	
Aruba,ABW,20200319,2,1,"Schools are closed starting Monday, March 16 till April 20, 2020. This measure applies to schools, daycare centers, and all organizations that are in charge of the education and care of our children. After this date the situation will be evaluated. See letter of the Minister of Education. Retrieved from: /web/20200406202340/https://www.overheid.aw/news/news_47033/item/crisis-measures-by-the-government-of-aruba-in-connection-with-coronavirus-covid-19_48509.html",0,,,0,,,0,,,1,1,"'ORANJESTAD – In connection with the COVID-19 pandemic, the Department of Public Health launched its website www.arubacovid19.org. The website provides: Information on the latest developments on the COVID-19; Decisions and instructions by the government to contain the spread of the virus and to flatten the curve; Ads and video’s on precautionary measures you can take to protect yourself and others against the coronavirus'. Retrieved from: /web/20200406202057/https://www.overheid.aw/news/news_47033/item/department-of-public-health-launched-its-website-for-coronavirus-updates_48638.html
",0,,,3,"'Two days after the government of Aruba confirmed its first two positive COVID-19 cases on March 13, officials announced a complete “lockdown” for all international incoming passengers starting on March 17 until March 31. Aruba’s Prime Minister Evelyn Wever-Croes has extended the deadline to April 20.' Source: https://web.archive.org/web/20200421140731/https://www.northwestgeorgianews.com/associated_press/latin-america-caribbean-yet-to-hit-coronavirus-surge-most-are-tightening-measures/article_8cacbefa-1dcf-5efc-bf73-776d6d63f40e.html",0.00,,0.00,,0.00,,0.00,,0,,0,,,,42.86,42.86,	
Aruba,ABW,20200320,2,1,"Schools are closed starting Monday, March 16 till April 20, 2020. This measure applies to schools, daycare centers, and all organizations that are in charge of the education and care of our children. After this date the situation will be evaluated. See letter of the Minister of Education. Retrieved from: /web/20200406202340/https://www.overheid.aw/news/news_47033/item/crisis-measures-by-the-government-of-aruba-in-connection-with-coronavirus-covid-19_48509.html",0,,,0,,,0,,,1,1,"'ORANJESTAD – In connection with the COVID-19 pandemic, the Department of Public Health launched its website www.arubacovid19.org. The website provides: Information on the latest developments on the COVID-19; Decisions and instructions by the government to contain the spread of the virus and to flatten the curve; Ads and video’s on precautionary measures you can take to protect yourself and others against the coronavirus'. Retrieved from: /web/20200406202057/https://www.overheid.aw/news/news_47033/item/department-of-public-health-launched-its-website-for-coronavirus-updates_48638.html
",0,,,3,"'Two days after the government of Aruba confirmed its first two positive COVID-19 cases on March 13, officials announced a complete “lockdown” for all international incoming passengers starting on March 17 until March 31. Aruba’s Prime Minister Evelyn Wever-Croes has extended the deadline to April 20.' Source: https://web.archive.org/web/20200421140731/https://www.northwestgeorgianews.com/associated_press/latin-america-caribbean-yet-to-hit-coronavirus-surge-most-are-tightening-measures/article_8cacbefa-1dcf-5efc-bf73-776d6d63f40e.html",,"-Fiscal reform will be eliminated from the 2020 national budget 'ORANJESTAD- During a conference call between Prime Minister Evelyn Wever-Croes, Prime Minister of Curacao Eugene Rhuggenaath and Prime Minister Silveria Jacobs of Sint-Maarten, the leaders discussed the developments in the Netherlands and about economics and how they would finance the effects caused by the Corona Virus'. https://www.overheid.aw/news/news_47033/item/fiscal-reform-will-be-eliminated-from-the-2020-national-budget_48710.html",,"-'ORANJESTAD - The government of Aruba will introduce a relief package for those who lose their income through COVID-19. The relief package includes: An income of AWG. 950.00; Regulation with WEB; Regulation with ELMAR; Control with SETAR; Arrangement with FCCA and Volkskredietbank;
Tenants cannot be evicted from their home'.
https://www.overheid.aw/news/news_47033/item/relief-package-government_48668.html",0.00,,0.00,,0,,0,,4,0,42.86,42.86,	
Aruba,ABW,20200321,2,1,"Schools are closed starting Monday, March 16 till April 20, 2020. This measure applies to schools, daycare centers, and all organizations that are in charge of the education and care of our children. After this date the situation will be evaluated. See letter of the Minister of Education. Retrieved from: /web/20200406202340/https://www.overheid.aw/news/news_47033/item/crisis-measures-by-the-government-of-aruba-in-connection-with-coronavirus-covid-19_48509.html",,,"'ORANJESTAD - The Police Department of Aruba has announced that they will be enforcing the curfew that starts on Saturday 21 of March 2020 at 9:00 pm. Some exceptions require being outside during the curfew, like security personnel, hotel employers, waste management, etc. but they have to send an official company letter by email to cmo@crisis.aw requesting an exemption. The company letter should include the logo, name of the particular employee and his or her ID and should be signed by the company director or acting director or by the Human Resources Manager'. Retrieved from:  /web/20200406203242/https://www.overheid.aw/news/news_47033/item/police-of-aruba-aruba-under-curfew_48686.html",2,1,"'ORANJESTAD - The Police Department of Aruba has announced that they will be enforcing the curfew that starts on Saturday 21 of March 2020 at 9:00 pm. Some exceptions require being outside during the curfew, like security personnel, hotel employers, waste management, etc. but they have to send an official company letter by email to cmo@crisis.aw requesting an exemption. The company letter should include the logo, name of the particular employee and his or her ID and should be signed by the company director or acting director or by the Human Resources Manager'.
https://www.overheid.aw/news/news_47033/item/police-of-aruba-aruba-under-curfew_48686.html",0,,,1,1,"'ORANJESTAD – In connection with the COVID-19 pandemic, the Department of Public Health launched its website www.arubacovid19.org. The website provides: Information on the latest developments on the COVID-19; Decisions and instructions by the government to contain the spread of the virus and to flatten the curve; Ads and video’s on precautionary measures you can take to protect yourself and others against the coronavirus'. Retrieved from: /web/20200406202057/https://www.overheid.aw/news/news_47033/item/department-of-public-health-launched-its-website-for-coronavirus-updates_48638.html
",2,,"Curfew set (9PM until 6AM). Violations can be met with fines up to AWG 10,000 (over US$5000). Shops need to be closed by 8PM every day.
https://www.overheid.aw/actualidad/noticia_47171/item/decisionnan-tuma-pa-gobierno-relaciona-cu-e-crisis-di-coronavirus-covid-19_48506.html",3,"'Two days after the government of Aruba confirmed its first two positive COVID-19 cases on March 13, officials announced a complete “lockdown” for all international incoming passengers starting on March 17 until March 31. Aruba’s Prime Minister Evelyn Wever-Croes has extended the deadline to April 20.' Source: https://web.archive.org/web/20200421140731/https://www.northwestgeorgianews.com/associated_press/latin-america-caribbean-yet-to-hit-coronavirus-surge-most-are-tightening-measures/article_8cacbefa-1dcf-5efc-bf73-776d6d63f40e.html",,"-Fiscal reform will be eliminated from the 2020 national budget 'ORANJESTAD- During a conference call between Prime Minister Evelyn Wever-Croes, Prime Minister of Curacao Eugene Rhuggenaath and Prime Minister Silveria Jacobs of Sint-Maarten, the leaders discussed the developments in the Netherlands and about economics and how they would finance the effects caused by the Corona Virus'. https://www.overheid.aw/news/news_47033/item/fiscal-reform-will-be-eliminated-from-the-2020-national-budget_48710.html",,"-'ORANJESTAD - The government of Aruba will introduce a relief package for those who lose their income through COVID-19. The relief package includes: An income of AWG. 950.00; Regulation with WEB; Regulation with ELMAR; Control with SETAR; Arrangement with FCCA and Volkskredietbank;
Tenants cannot be evicted from their home'.
https://www.overheid.aw/news/news_47033/item/relief-package-government_48668.html",0.00,,0.00,,0,,0,,,,66.67,66.67,	
Aruba,ABW,20200322,2,1,"Schools are closed starting Monday, March 16 till April 20, 2020. This measure applies to schools, daycare centers, and all organizations that are in charge of the education and care of our children. After this date the situation will be evaluated. See letter of the Minister of Education. Retrieved from: /web/20200406202340/https://www.overheid.aw/news/news_47033/item/crisis-measures-by-the-government-of-aruba-in-connection-with-coronavirus-covid-19_48509.html",,,"'ORANJESTAD - The Police Department of Aruba has announced that they will be enforcing the curfew that starts on Saturday 21 of March 2020 at 9:00 pm. Some exceptions require being outside during the curfew, like security personnel, hotel employers, waste management, etc. but they have to send an official company letter by email to cmo@crisis.aw requesting an exemption. The company letter should include the logo, name of the particular employee and his or her ID and should be signed by the company director or acting director or by the Human Resources Manager'. Retrieved from:  /web/20200406203242/https://www.overheid.aw/news/news_47033/item/police-of-aruba-aruba-under-curfew_48686.html",2,1,"'ORANJESTAD - The Police Department of Aruba has announced that they will be enforcing the curfew that starts on Saturday 21 of March 2020 at 9:00 pm. Some exceptions require being outside during the curfew, like security personnel, hotel employers, waste management, etc. but they have to send an official company letter by email to cmo@crisis.aw requesting an exemption. The company letter should include the logo, name of the particular employee and his or her ID and should be signed by the company director or acting director or by the Human Resources Manager'.
https://www.overheid.aw/news/news_47033/item/police-of-aruba-aruba-under-curfew_48686.html",0,,,1,1,"'ORANJESTAD – In connection with the COVID-19 pandemic, the Department of Public Health launched its website www.arubacovid19.org. The website provides: Information on the latest developments on the COVID-19; Decisions and instructions by the government to contain the spread of the virus and to flatten the curve; Ads and video’s on precautionary measures you can take to protect yourself and others against the coronavirus'. Retrieved from: /web/20200406202057/https://www.overheid.aw/news/news_47033/item/department-of-public-health-launched-its-website-for-coronavirus-updates_48638.html
",2,,"Curfew set (9PM until 6AM). Violations can be met with fines up to AWG 10,000 (over US$5000). Shops need to be closed by 8PM every day.
https://www.overheid.aw/actualidad/noticia_47171/item/decisionnan-tuma-pa-gobierno-relaciona-cu-e-crisis-di-coronavirus-covid-19_48506.html",3,"'Two days after the government of Aruba confirmed its first two positive COVID-19 cases on March 13, officials announced a complete “lockdown” for all international incoming passengers starting on March 17 until March 31. Aruba’s Prime Minister Evelyn Wever-Croes has extended the deadline to April 20.' Source: https://web.archive.org/web/20200421140731/https://www.northwestgeorgianews.com/associated_press/latin-america-caribbean-yet-to-hit-coronavirus-surge-most-are-tightening-measures/article_8cacbefa-1dcf-5efc-bf73-776d6d63f40e.html",,"-Fiscal reform will be eliminated from the 2020 national budget 'ORANJESTAD- During a conference call between Prime Minister Evelyn Wever-Croes, Prime Minister of Curacao Eugene Rhuggenaath and Prime Minister Silveria Jacobs of Sint-Maarten, the leaders discussed the developments in the Netherlands and about economics and how they would finance the effects caused by the Corona Virus'. https://www.overheid.aw/news/news_47033/item/fiscal-reform-will-be-eliminated-from-the-2020-national-budget_48710.html",,"-'ORANJESTAD - The government of Aruba will introduce a relief package for those who lose their income through COVID-19. The relief package includes: An income of AWG. 950.00; Regulation with WEB; Regulation with ELMAR; Control with SETAR; Arrangement with FCCA and Volkskredietbank;
Tenants cannot be evicted from their home'.
https://www.overheid.aw/news/news_47033/item/relief-package-government_48668.html",0.00,,0.00,,0,,0,,,,66.67,66.67,	
